2015-12-24 16:00:03.807207,BKC,PM2.5,266
2015-12-24 16:00:03.807207,BKC,NO2,168
2015-12-24 16:00:03.807207,BKC,CO,29
2015-12-24 16:00:03.807207,BKC,O3,21
2015-12-24 16:00:03.807207,Borivali,PM10,151
2015-12-24 16:00:03.807207,Borivali,PM2.5,280
2015-12-24 16:00:03.807207,Borivali,NO2,86
2015-12-24 16:00:03.807207,Borivali,CO,29
2015-12-24 16:00:03.807207,Borivali,O3,4
2015-12-24 16:00:03.807207,Chembur,PM10,182
2015-12-24 16:00:03.807207,Chembur,PM2.5,312
2015-12-24 16:00:03.807207,Chembur,NO2,60
2015-12-24 16:00:03.807207,Chembur,CO,29
2015-12-24 16:00:03.807207,Chembur,O3,16
2015-12-24 16:00:03.807207,Andheri,PM10,177
2015-12-24 16:00:03.807207,Andheri,PM2.5,326
2015-12-24 16:00:03.807207,Andheri,NO2,74
2015-12-24 16:00:03.807207,Andheri,CO,29
2015-12-24 16:00:03.807207,Andheri,O3,39
2015-12-24 16:00:03.807207,Malad,PM10,169
2015-12-24 16:00:03.807207,Malad,PM2.5,330
2015-12-24 16:00:03.807207,Malad,NO2,181
2015-12-24 16:00:03.807207,Malad,CO,29
2015-12-24 16:00:03.807207,Malad,O3,6
2015-12-24 16:00:03.807207,Bhandup,PM10,132
2015-12-24 16:00:03.807207,Bhandup,PM2.5,208
2015-12-24 16:00:03.807207,Bhandup,NO2,67
2015-12-24 16:00:03.807207,Bhandup,CO,
2015-12-24 16:00:03.807207,Bhandup,O3,57
2015-12-24 16:00:03.807207,Colaba,PM10,114
2015-12-24 16:00:03.807207,Colaba,PM2.5,149
2015-12-24 16:00:03.807207,Colaba,NO2,36
2015-12-24 16:00:03.807207,Colaba,CO,29
2015-12-24 16:00:03.807207,Colaba,O3,28
2015-12-24 20:00:04.109953,Mazagaon,PM10,116
2015-12-24 20:00:04.109953,Mazagaon,PM2.5,211
2015-12-24 20:00:04.109953,Mazagaon,NO2,172
2015-12-24 20:00:04.109953,Mazagaon,CO,29
2015-12-24 20:00:04.109953,Mazagaon,O3,70
2015-12-24 20:00:04.109953,Worali,PM10,116
2015-12-24 20:00:04.109953,Worali,PM2.5,187
2015-12-24 20:00:04.109953,Worali,NO2,48
2015-12-24 20:00:04.109953,Worali,CO,29
2015-12-24 20:00:04.109953,Worali,O3,21
2015-12-24 20:00:04.109953,BKC,PM10,128
2015-12-24 20:00:04.109953,BKC,PM2.5,256
2015-12-24 20:00:04.109953,BKC,NO2,168
2015-12-24 20:00:04.109953,BKC,CO,29
2015-12-24 20:00:04.109953,BKC,O3,21
2015-12-24 20:00:04.109953,Borivali,PM10,151
2015-12-24 20:00:04.109953,Borivali,PM2.5,280
2015-12-24 20:00:04.109953,Borivali,NO2,93
2015-12-24 20:00:04.109953,Borivali,CO,29
2015-12-24 20:00:04.109953,Borivali,O3,43
2015-12-24 20:00:04.109953,Chembur,PM10,182
2015-12-24 20:00:04.109953,Chembur,PM2.5,312
2015-12-24 20:00:04.109953,Chembur,NO2,57
